date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-07-30	15.0400	15.2600		2104200	15.0967	15.0967	True
2026-07-31	15.4100	14.7300	-3.4731	1373000	14.9601	15.0444	True
2026-08-03	14.6600	14.2800	-3.0550	1919200	14.2691	14.6576	True
2026-08-04	14.9700	15.3100	7.2129	4803600	15.4436	14.9792	True
2026-08-05	15.0000	13.1500	-14.1084	2464700	13.5490	14.7464	True
2026-08-06	13.1000	10.8900	-17.1863	4035300	11.5741	14.0266	True
2026-08-07	11.2500	11.4100	4.7750	3932000	11.1805	13.2232	True
2026-08-10	11.2700	10.4800	-8.1507	3075200	10.4664	12.7434	True
2026-08-11	10.5100	10.6000	1.1450	3728500	10.3797	12.4815	True
2026-08-12	10.7000	10.8883	2.7198	2487593	10.7543	12.3585	True
